,transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
967706,3-9-2018-610,9,3,هبات,Gifts,هبه,Grant,21-03-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,دبي مارينا مول هوتيل,Dubai Marina Mall Hotel,1460.0,دبي مارينا مول,DUBAI MARINA MALL,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,محطة مترو مارينا مول,Marina Mall Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,0,81.75,2199872.0,26909.75,,,1.0,1.0,0.0
80343,2-13-2022-19136,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,07-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بلجرافيا,Belgravia,1713.0,بلجرافيا,BELGRAVIA,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,191.71,1009375.0,5265.11,,,1.0,1.0,0.0
813017,1-102-2007-22882,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,30-03-2009,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جميرا بزنس سنتر 5,Jumeirah Business Center 5,2.0,جميرا بزنس سنتر 5,JUMEIRAH BUSINESS CENTRE 5,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,مكتب,Office,1,296.64,3434544.0,11578.16,,,1.0,1.0,0.0
505521,1-11-2013-19765,11,1,مبايعات,Sales,بيع,Sell,25-06-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,بارك آيلاند بلاكلي,PARK ISLAND BLAKELY,1458.0,جزر المتنزه,PARK ISLANDS,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,مارينا مول,Marina Mall,غرفة,1 B/R,1,67.45,826888.0,12259.27,,,1.0,1.0,0.0
446737,1-11-2021-20643,11,1,مبايعات,Sales,بيع,Sell,18-11-2021,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,412,المركاض,Al Merkadh,,,1366.0,محمد بن راشد ال مكتوم سيتي- ديسترك ون، فيس ون,"MOHAMMED BIN RASHID AL MAKTOUM CITY- DISTRICT ONE, PHASE 1",,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,700.9,12600000.0,17976.89,,,2.0,1.0,0.0
954078,1-102-2022-4083,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,15-02-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,412,المركاض,Al Merkadh,عزيزي ريفيرا 30,Azizi Riviera 30,2123.0,عزيزي ريفيرا 30,Azizi Riviera 30,,,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,استوديو,Studio,1,31.96,467250.0,14619.84,,,1.0,1.0,0.0
64304,1-102-2015-3537,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,30-03-2015,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,فايف في قرية جميرا سركل دبي,FIVE at Jumeirah Village Circle Dubai,1524.0,فايف أت جميرا فيلج سيركل دبي,Five at Jumeirah Village Circle Dubai,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,250.73,2914739.0,11625.01,,,1.0,1.0,0.0
1050666,1-11-2022-31977,11,1,مبايعات,Sales,بيع,Sell,16-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,U12,U12,,,,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,69.0,300000.0,4347.83,,,1.0,1.0,0.0
986759,1-102-2020-4385,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,03-03-2020,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,بيتش آيل تاور 1,Beach Isle Tower 1,2207.0,بيتش آيل,BEACH ISLE,,,,,,,,,غرفة,1 B/R,1,70.44,1635888.0,23223.85,,,1.0,1.0,0.0
298953,1-102-2014-6009,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-06-2014,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,B2B,B2B,19.0,برج بي تو بي,B2B TOWER,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,مكتب,Office,1,51.19,514952.0,10059.62,,,1.0,1.0,0.0
1080871,1-11-2013-18140,11,1,مبايعات,Sales,بيع,Sell,12-06-2013,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,سمر 4,SAMAR 4,,,,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,استوديو,Studio,1,40.18,685000.0,17048.28,,,1.0,1.0,0.0
459994,1-11-2011-12032,11,1,مبايعات,Sales,بيع,Sell,17-08-2011,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,485,معيصم الأول,Me'Aisem First,لاجو فيستا-أيه,LAGO VISTA-A,439.0,لاغو فيستا,LAGO VISTA,International Media Production Zone,المنطقة العالمية للإنتاج الإعلامي,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,استوديو,Studio,1,45.99,439450.0,9555.34,,,1.0,1.0,0.0
878492,1-11-2023-14132,11,1,مبايعات,Sales,بيع,Sell,11-05-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,S07,S07,,,,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,0,44.5,240000.0,5393.26,,,1.0,1.0,0.0
350641,1-41-2021-3960,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,22-04-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,برج نورة,NOURA TOWER,1670.0,الحبتور سيتي,AL HABTOOR CITY,,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,126.28,1631124.0,12916.72,,,1.0,1.0,0.0
513977,1-102-2012-4749,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,20-11-2012,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,The Address - The BLVD,The Address - The BLVD,1328.0,العنوان - بوليفارد,THE ADDRESS - THE BLVD,Burj Khalifa,برج خليفة,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,162.69,3862888.0,23743.86,,,1.0,1.0,0.0
968653,1-11-2020-3470,11,1,مبايعات,Sales,بيع,Sell,06-04-2020,4,فيلا,Villa,,,,صناعي,Industrial,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,,,450.0,فيكتوري هايتس,VICTORY HEIGHTS,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,,,0,646.42,3650000.0,5646.48,,,2.0,2.0,0.0
897340,1-102-2022-42180,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,19-12-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,447,الخيران الأولى,Al Khairan First,ذا كوف 2 المبنى رقم 7,The Cove II Building 7,2450.0,ذا كوف 2,The Cove ll,The Lagoons,الخيران,مطار دبي الدولي,Dubai International Airport,محطة مترو الخور,Creek Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,128.74,2869888.0,22292.12,,,1.0,3.0,0.0
999741,1-11-2014-11893,11,1,مبايعات,Sales,بيع,Sell,30-04-2014,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,يخت باي,YACHT BAY,,,,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,استوديو,Studio,1,51.47,875000.0,17000.19,,,1.0,1.0,0.0
1033858,1-102-2015-3386,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,17-03-2015,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,ماغنوليا,MAGNOLIA,382.0,مغنوليا,MAGNOLIA,Jumeirah Village Triangle,قرية جميرا المثلثة,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,استوديو,Studio,0,44.08,405675.0,9203.15,,,1.0,1.0,0.0
450829,1-11-2022-8083,11,1,مبايعات,Sales,بيع,Sell,15-04-2022,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,507,اليلايس 2,Al Yelayiss 2,,,1787.0,صافي تاون هاوس,SAFI TOWNHOUSES,TOWN SQUARE,تاون سكوير,دورة دبي للدراجات,Dubai Cycling Course,,,,,ثلاث غرف,3 B/R,0,206.69,1720000.0,8321.64,,,2.0,1.0,0.0
334709,1-11-2007-201591,11,1,مبايعات,Sales,بيع,Sell,05-11-2007,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,الرمال 2,Rimal 2,,,,Jumeriah Beach Residence  - JBR,جميرا بيتش ريزيدنس  - الجيه بي آر ,برج العرب,Burj Al Arab,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفة,1 B/R,1,106.51,415000.0,3896.35,,,1.0,1.0,0.0
846205,1-41-2020-5237,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,08-09-2020,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,506,اليلايس 1,Al Yelayiss 1,,,1490.0,ريم - ميرا أوسيس كوميونتي فيس 2 ,REEM - MIRA OASIS COMMUNITY PHASE 2,,,دورة دبي للدراجات,Dubai Cycling Course,,,,,أربع غرف,4 B/R,0,366.98,1658000.0,4517.96,,,1.0,1.0,0.0
375733,2-13-2022-2332,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,24-02-2022,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,,,1841.0,سدره 2,Sidra 2,DUBAI HILLS - SIDRA 2,دبي هيليز - سيدرا 2,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,452.34,3500000.0,7737.54,,,1.0,1.0,0.0
917769,1-102-2017-2776,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,30-01-2017,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,ترحاب-فندق و أبراج تاور 3,TERHAB HOTEL & TOWERS - TOWER 3,1722.0,فندق وأبراج ترهاب في مثلث قرية جميرا,TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE ,Jumeirah Village Triangle,قرية جميرا المثلثة,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,استوديو,Studio,1,34.12,635658.0,18630.07,,,2.0,1.0,0.0
787840,1-11-2019-7545,11,1,مبايعات,Sales,بيع,Sell,20-08-2019,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,GREEN DIAMOND 1 A,GREEN DIAMOND 1 A,1892.0,غرين دايموند 1,GREEN DIAMOND 1,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,79.3,680000.0,8575.03,,,1.0,1.0,0.0
983774,1-41-2010-8032,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,22-02-2011,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,زانزبيل 3,ZANZEBEEL 3,,,,Burj Khalifa,برج خليفة,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,121.61,1943888.0,15984.61,,,1.0,1.0,0.0
761633,1-102-2007-14788,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,14-08-2009,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,NIKI LAUDA A,NIKI LAUDA A,287.0,برج نيكي لودا,NIKI LAUDA TOWER,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,مكتب,Office,0,115.24,2095106.0,18180.37,,,1.0,1.0,0.0
1026744,2-13-2019-7537,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04-11-2019,1,أرض,Land,,,,أخرى,Other,1,العقارات القائمة,Existing Properties,414,البرشاء جنوب الثانية,Al Barshaa South Second,,,,,,,,,,,,,,,,0,910.44,2500000.0,2745.93,,,1.0,1.0,0.0
814872,1-11-2018-2588,11,1,مبايعات,Sales,بيع,Sell,08-03-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,K12,K12,,,,International City Phase 1,المدينة العالمية - المرحلة الاولى,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,68.0,375000.0,5514.71,,,2.0,1.0,0.0
931696,1-11-2021-2272,11,1,مبايعات,Sales,بيع,Sell,12-02-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,483,ورسان الرابعة,Warsan Fourth,بي أن أتش سمارت تاور 02,BNH Smart Tower 02,,,,International City Phase 3,المدينة العالمية - المرحلة الثالثة,,,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,استوديو,Studio,1,53.34,175000.0,3280.84,,,1.0,1.0,0.0
984677,1-102-2017-9421,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,26-04-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,526,الخليج التجارى,Business Bay,ميرانو,MERANO,1680.0,برج ميرانو,MERANO TOWER,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,ثلاث غرف,3 B/R,1,134.04,2309000.0,17226.2,,,1.0,2.0,0.0
31397,2-190-2018-415,190,2,رهون,Mortgages,رهن بيع مبدئى,Delayed Mortgage,01-10-2018,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا اركيد,MARINA ARCADE,948.0,مارينا أركيد,MARINA ARCADE,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مينا السياحي,Mina Seyahi,مارينا مول,Marina Mall,غرفتين,2 B/R,1,113.01,948000.0,8388.64,,,1.0,1.0,0.0
300013,1-41-2010-2204,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,03-05-2010,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,برج ليك هوتيل - العنوان دون تاون,Burj Lake Hotel - The Address DownTown,,,,Burj Khalifa,برج خليفة,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,160.91,6220888.0,38660.67,,,1.0,1.0,0.0
563666,1-102-2023-13621,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,20-03-2023,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,جويا دورادو رزدينس,Joya Dorado Residence,2485.0,جويا دورادو رزدينس,JOYA DORADO RESIDENCE,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,38.56,461196.0,11960.48,,,1.0,2.0,0.0
435136,3-9-2010-244,9,3,هبات,Gifts,هبه,Grant,06-04-2010,4,فيلا,Villa,,,,أخرى,Other,1,العقارات القائمة,Existing Properties,317,جميرا الاولى,Jumeirah First,,,,,,,,برج خليفة,Burj Khalifa,المركز المالي,Financial Centre,مول دبي,Dubai Mall,,,0,1960.21,12659712.0,6458.34,,,9.0,5.0,0.0
854093,1-102-2016-15477,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,29-11-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,445,جبل علي الأولى,Jabal Ali First,مورانو ريزيدنس 1,MURANO RESIDENCE 1,1711.0,مورانو ريزيدنس 1,MURANO RESIDENCE 1,Al Furjan,الفرجان,موقع إكسبو 2020,Expo 2020 Site,محطة مترو ابن بطوطة,Ibn Battuta Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,غرفتين,2 B/R,1,106.49,1133817.0,10647.17,,,1.0,1.0,0.0
711384,2-14-2016-403,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,02-05-2016,3,وحدة,Unit,23.0,محل,Shop,تجاري,Commercial,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,اونتاريو تاور,ONTARIO TOWER,349.0, أونتاريو تاور,ONTARIO TOWER,Business Bay,الخليج التجاري,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,محل,Shop,1,305.85,5580000.0,18244.24,,,2.0,1.0,0.0
967550,1-102-2021-25125,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,27-12-2021,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,409,البرشاء جنوب الثالثة,Al Barshaa South Third,سكايز من دانوب,SKYZ BY DANUBE,2313.0,سكايز من دانوب,SKYZ By Danube,Arjan,أرجان,موتور سيتي,Motor City,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,استوديو,Studio,1,32.56,407000.0,12500.0,,,1.0,1.0,0.0
434959,1-102-2022-18546,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,05-07-2022,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,A جولف فل بلوك,Golfville Block A,2144.0,جولف فل,Golf ville,DUBAI HILLS,دبي هيليز,آي إم جي وورلد أدفينتشرز,IMG World Adventures,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفة,1 B/R,1,45.89,796888.0,17365.18,,,1.0,1.0,0.0
181835,1-102-2017-23782,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,06-12-2017,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,T2 II  بارك هايتس,PARK HEIGHTS II T2,1887.0,II بارك هايتس ,PARK HEIGHTS II,DUBAI HILLS,دبي هيليز,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,غرفتين,2 B/R,1,99.51,1377888.0,13846.73,,,1.0,1.0,0.0
402365,1-102-2022-14206,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,30-05-2022,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,,,2205.0,إيلان,Elan,TILAL AL GHAF,تلال الغاف,,,,,,,أربع غرف,4 B/R,0,201.92,2070000.0,10251.58,,,1.0,1.0,0.0
259469,1-11-2004-1457,11,1,مبايعات,Sales,بيع,Sell,29-06-2004,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,238,الضغايه,Al Dhagaya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,219.34,1400000.0,6382.78,,,2.0,1.0,0.0
74984,2-39-2015-519,39,2,رهون,Mortgages,رهن حق منفعة,Development Mortgage,23-06-2015,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,484,ند حصة,Nadd Hessa,سيليكون ارش,SILICON ARCH,,,,Silicon Oasis,واحة السيليكون,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,غرفتين,2 B/R,1,105.26,10000000.0,95002.85,,,1.0,0.0,1.0
1001723,1-102-2007-16567,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,10-08-2009,3,وحدة,Unit,42.0,مكتب,Office,تجاري,Commercial,0,على الخارطة,Off-Plan Properties,466,وادي الصفا 4,Wadi Al Safa 4,METRO TOWER,METRO TOWER,967.0,مترو تاور,METRO TOWER,City Of Arabia,ستي اوف ارابيا,آي إم جي وورلد أدفينتشرز,IMG World Adventures,,,,,مكتب,Office,0,69.49,704616.0,10139.82,,,1.0,1.0,0.0
361141,2-13-2013-3570,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,03-06-2013,4,فيلا,Villa,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,,,,,,Jumeirah Islands,جزر جميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو مارينا مول,Marina Mall Metro Station,مارينا مول,Marina Mall,,,0,817.65,5525000.0,6757.17,,,1.0,1.0,0.0
193421,1-102-2016-11628,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,22-08-2016,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,ريف ريسيدنس,REEF RESIDENCE,1587.0,ريف ريزيدنس,REEF RESIDENCE,Jumeirah Village Circle,قرية جميرا الدائرية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,1,142.71,1213440.0,8502.84,,,1.0,1.0,0.0
657961,1-110-2018-527,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,13-08-2018,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,434,وادي الصفا 6,Wadi Al Safa 6,,,,,,Arabian Ranches - Al Reem 1,المرابع العربية - الريم 1,قرية عالمية,Global Village,,,,,أربع غرف,4 B/R,0,255.39,1700000.0,6656.49,,,2.0,2.0,2.0
345695,1-102-2018-5420,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,17-04-2018,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,1 فيدا دبي مول تاور,Vida Dubai Mall Tower 1,1898.0,فيدا دبي مول ,Vida Dubai Mall,Burj Khalifa,برج خليفة,وسط مدينة دبي,Downtown Dubai,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفتين,2 B/R,1,112.52,2995888.0,26625.38,,,1.0,1.0,0.0
